nw,birds,PDsum,PD,pdint,pdint.b,ctrb.pdint,ctrbpdint.b,compl,netcode,database,human_impact,Realm,birds.1,NicheBreadth,NichePosition,ED,DR,birds1,family,Beak.Length_Culmen,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,hwi,Tail.Length,Beak.Width,Mass,Range.Size,Mass_log,Range.Size_log,pdint.b_log,Beak.Width_log
1,Criniger barbatus,1484.82,690.72,123.73,29.23,0.0833,0.0423,0.2363,139,Garcia 2014 Northern Town Belt,0.991,Australian,Criniger barbatus,2.100768403,-1.671071686,6.37242827621789,0.168423713465889,Criniger barbatus,Pycnonotidae,21.1,6.5,25.7,103.3,15.4,14.8,94,5.9,42.6,646336.43,1.6294095991027189,5.81045863511514,1.4658288153574364,0.7708520116421442
1,Lybius vieilloti,1484.82,690.72,123.73,29.23,0.0833,0.0423,0.2363,139,Garcia 2014 Northern Town Belt,0.991,Australian,Lybius vieilloti,0.367735945,-1.056675022,3.98692574143401,0.310246912953595,Lybius vieilloti,Lybiidae,22.6,11.8,20.8,80.4,14.9,18.4,44.5,9.8,36,6618281.31,1.5563025007672873,6.820745222900023,1.4658288153574364,0.9912260756924949
1,Ploceus cucullatus,1484.82,690.72,123.73,107.43,0.0833,0.1555,0.8682,139,Garcia 2014 Northern Town Belt,0.991,Australian,Ploceus cucullatus,0.217352116,-1.357564114,3.1135130544337,0.424745979669576,Ploceus cucullatus,Ploceidae,20.3,10.1,23,82.6,16,19.4,48.6,8.3,36.1,13674390.28,1.557507201905658,7.135907970915166,2.0311255757315654,0.919078092376074
1,Ploceus nigricollis,1484.82,690.72,123.73,39.54,0.0833,0.0572,0.3195,139,Garcia 2014 Northern Town Belt,0.991,Australian,Ploceus nigricollis,0.781186486,-1.351216886,3.23099391679021,0.442709833897196,Ploceus nigricollis,Ploceidae,18,7.1,20.8,74.6,11.6,15.4,56,6.1,27.1,2474612.53,1.4329692908744058,6.393507207610441,1.5970366649776535,0.785329835010767
1,Pogoniulus bilineatus,1484.82,690.72,123.73,123.73,0.0833,0.1791,1,139,Garcia 2014 Northern Town Belt,0.991,Australian,Pogoniulus bilineatus,0.619956891,-1.271817024,10.9939220874245,0.103294026393301,Pogoniulus bilineatus,Lybiidae,14.6,5.3,16.1,56.4,10.1,18.3,28.8,5.3,13.1,7153853.6,1.1172712956557642,6.854540048286711,2.0924750129259797,0.724275869600789
1,Pogoniulus chrysoconus,1484.82,690.72,123.73,67.52,0.0833,0.0978,0.5457,139,Garcia 2014 Northern Town Belt,0.991,Australian,Pogoniulus chrysoconus,0.535499934,-0.957548991,5.40074119330182,0.213128843693203,Pogoniulus chrysoconus,Lybiidae,13.5,5.1,14.2,57.6,10.3,17.8,30.2,5.2,10.8,10202745.34,1.0334237554869496,7.008717046819688,1.8294324336175987,0.7160033436347992
1,Pycnonotus barbatus,1484.82,690.72,123.73,67.52,0.0833,0.0978,0.5457,139,Garcia 2014 Northern Town Belt,0.991,Australian,Pycnonotus barbatus,0.744812749,-0.907654596,3.34849338421184,0.313219878891531,Pycnonotus barbatus,Pycnonotidae,18.1,5,21.2,93.6,14.1,15,85.3,4.3,32.1,19572184.19,1.506505032404872,7.291639294167617,1.8294324336175987,0.6334684555795865
1,Tauraco persa,1484.82,690.72,123.73,39.54,0.0833,0.0572,0.3195,139,Garcia 2014 Northern Town Belt,0.991,Australian,Tauraco persa,1.215245473,-1.488024278,22.411297683406,0.0491141119213,Tauraco persa,Musophagidae,25.8,11.9,38.8,177.8,19,10.7,177.9,6.9,306,3260169.31,2.48572142648158,6.513240154819281,1.5970366649776535,0.8388490907372553
1,Turdus pelios,1484.82,690.72,123.73,39.54,0.0833,0.0572,0.3195,139,Garcia 2014 Northern Town Belt,0.991,Australian,Turdus pelios,0.460951639,-1.207615435,7.90497317394506,0.133038506064144,Turdus pelios,Turdidae,23.8,6.3,31.4,110.6,24.4,21.8,87.7,5.1,65.4,8376209.44,1.8155777483242672,6.923047527971062,1.5970366649776535,0.7075701760979364
1,Zosterops senegalensis,1484.82,690.72,123.73,88.97,0.0833,0.1288,0.7191,139,Garcia 2014 Northern Town Belt,0.991,Australian,Zosterops senegalensis,0.434336284,-1.049928453,1.15817491903491,1.00671794329622,Zosterops senegalensis,Zosteropidae,12.5,2.8,15.7,57.1,10.9,19.2,39.3,3,10.9,8737492.27,1.0374264979406236,6.941386804536533,1.949243590568265,0.47712125471966244
1,Bycanistes subcylindricus,950.31,463.57,135.76,30.25,0.1429,0.0653,0.2228,140,Garcia 2014 Puhi-Puhi River,0.066,Australian,Bycanistes subcylindricus,0.415138885,-1.302435439,5.98515029379093,0.210575364745757,Bycanistes subcylindricus,Bucerotidae,132.7,74.6,49.2,327.8,72,21.9,253,36.2,1195.4,1147243.51,3.077513251497663,6.0596556095533085,1.4807253789884878,1.5587085705331658
1,Corythaeola cristata,950.31,463.57,135.76,30.25,0.1429,0.0653,0.2228,140,Garcia 2014 Puhi-Puhi River,0.066,Australian,Corythaeola cristata,0.960052653,-1.494817772,53.8466005293351,0.018851527658798502,Corythaeola cristata,Musophagidae,38.8,18.4,54.2,321.4,36.5,11.2,366.8,9.3,965,3896093.97,2.9845273133437926,6.59062942309372,1.4807253789884878,0.9684829485539351
1,Lamprotornis purpureiceps,950.31,463.57,135.76,30.25,0.1429,0.0653,0.2228,140,Garcia 2014 Puhi-Puhi River,0.066,Australian,Lamprotornis purpureiceps,0.427107109,-1.499027647,9.65179119503954,0.106285351880445,Hylopsar purpureiceps,Sturnidae,21,5.5,22.8,114.4,30.1,26.3,67.8,4.8,62.8,1844762.06,1.797959643737196,6.265940358195377,1.4807253789884878,0.6812412373755872
1,Lamprotornis splendidus,950.31,463.57,135.76,30.25,0.1429,0.0653,0.2228,140,Garcia 2014 Puhi-Puhi River,0.066,Australian,Lamprotornis splendidus,0.835680614,-1.368503926,5.1643963875779,0.19912101042889,Lamprotornis splendidus,Sturnidae,27.9,7.5,33.5,155.8,38.9,25.2,119.7,6.6,123.1,3906065.58,2.090258052931316,6.591739530501512,1.4807253789884878,0.8195439355418687
1,Onychognathus fulgidus,950.31,463.57,135.76,135.76,0.1429,0.2929,1,140,Garcia 2014 Puhi-Puhi River,0.066,Australian,Onychognathus fulgidus,0.841154133,-1.526673729,7.55467929870151,0.136102242602689,Onychognathus fulgidus,Sturnidae,31.3,7,27.5,122.1,31,25.6,118.2,5.7,109,2367641.44,2.037426497940624,6.374315932670753,2.132771829309619,0.7558748556724915
1,Poeoptera stuhlmanni,950.31,463.57,135.76,85.35,0.1429,0.1841,0.6287,140,Garcia 2014 Puhi-Puhi River,0.066,Australian,Poeoptera stuhlmanni,0.121823622,-1.093683713,4.22169847365308,0.24437265008993,Poeoptera stuhlmanni,Sturnidae,18.3,4.8,20.3,100.2,26.5,26.7,80.1,5.2,39.3,175255.7,1.5943925503754266,5.243672151821523,1.9312035254507525,0.7160033436347992
1,Psittacus erithacus,950.31,463.57,135.76,121.44,0.1429,0.262,0.8945,140,Garcia 2014 Puhi-Puhi River,0.066,Australian,Psittacus erithacus,0.394528363,-1.478304975,27.0918042139328,0.0379999391724548,Psittacus erithacus,Psittacidae,41.9,30.5,25.1,238.6,98.9,41.3,94.5,18.1,333,2732037.72,2.5224442335063197,6.436486691156922,2.084361758551405,1.2576785748691846
1,Bycanistes albotibialis,7037.45,3836.02,3308.07,1707.36,0.4701,0.4451,0.5161,141,Garcia 2014 Wrights Hill,0.303,Australian,Bycanistes albotibialis,0.328144724,-1.526343128,7.87353306104365,0.16808027199504,Bycanistes albotibialis,Bucerotidae,132.8,78.6,54.6,315,58.3,18.5,268.1,35.3,921,2097476.87,2.964259630196849,6.321697180329461,3.2323251025613677,1.5477747053878226
1,Ceratogymna atrata,7037.45,3836.02,3729.38,2128.66,0.5299,0.5549,0.5708,141,Garcia 2014 Wrights Hill,0.303,Australian,Ceratogymna atrata,0.646050752,-1.551584354,12.724260512712,0.0834757273657057,Ceratogymna atrata,Bucerotidae,155.8,43,57.8,373.3,65.2,17.5,256.3,40.5,1194.8,2282542.36,3.0772952139320906,6.358418846028263,3.3281062993360595,1.6074550232146685
1,Chiroxiphia pareola,2327.39,613.95,251.7,44.45,0.1081,0.0724,0.1766,142,Garcia 2014 Zealandia,0.608,Australian,Chiroxiphia pareola,1.538107738,-1.800312566,3.2735896092164,0.342189807735609,Chiroxiphia pareola,Pipridae,11.4,4.9,17.8,69.4,8.2,12.2,34.4,4.4,16.8,5040298.89,1.2253092817258628,6.702456290895696,1.6478717653062325,0.6434526764861874
1,Coereba flaveola,2327.39,613.95,135.91,25.15,0.0584,0.041,0.185,142,Garcia 2014 Zealandia,0.608,Australian,Coereba flaveola,2.189833863,-1.559871102,9.20619341441514,0.114201517789123,Coereba flaveola,Thraupidae,13.2,3.9,16.9,54.6,11,19.2,34.1,3.6,10,10806908.19,1,7.033701461938311,1.400537989391946,0.5563025007672873
1,Colaptes rubiginosus,2327.39,613.95,354.31,95.75,0.1522,0.156,0.2702,142,Garcia 2014 Zealandia,0.608,Australian,Colaptes rubiginosus,3.087114421,-1.499575715,2.67228165629987,0.396868674890835,Colaptes rubiginosus,Picidae,27,7.4,22,123.7,30.1,24.1,76.3,7.1,55.8,2243128.49,1.7466341989375787,6.350854151380436,1.9811387826406603,0.8512583487190752
1,Elaenia flavogaster,2327.39,613.95,135.91,25.15,0.0584,0.041,0.185,142,Garcia 2014 Zealandia,0.608,Australian,Elaenia flavogaster,1.703306126,-1.475584155,7.56954811288076,0.138750993150085,Elaenia flavogaster,Tyrannidae,12.7,4,21.4,77.4,12.7,16.4,70.6,5,24.8,10327940.88,1.3944516808262162,7.014013743243331,1.400537989391946,0.6989700043360189
1,Euphonia violacea,2327.39,613.95,135.91,42.35,0.0584,0.069,0.3116,142,Garcia 2014 Zealandia,0.608,Australian,Euphonia violacea,1.930890116,-1.534198348,5.70412246039166,0.241492731020303,Euphonia violacea,Fringillidae,10,5.2,13.9,57.9,16.2,27.6,33.2,4.8,15,4921834.31,1.1760912590556813,6.692126989402561,1.6268534146667257,0.6812412373755872
1,Mionectes oleagineus,2327.39,613.95,238.52,72.59,0.1025,0.1182,0.3043,142,Garcia 2014 Zealandia,0.608,Australian,Mionectes oleagineus,2.020286506,-1.755493212,5.30955818066249,0.198029212938062,Mionectes oleagineus,Tyrannidae,11.8,3.4,16,60.5,10.5,17.1,48.2,4.2,11.2,8947569.12,1.0492180226701815,6.951705062001259,1.8608767964032977,0.6232492903979004
1,Momotus momota,2327.39,613.95,135.91,67.96,0.0584,0.1107,0.5,142,Garcia 2014 Zealandia,0.608,Australian,Momotus momota,2.097284507,-1.673228585,9.85688200273801,0.113434973875685,Momotus momota,Momotidae,42.5,12.6,28.4,142.3,26.4,18.6,253.9,9.7,115,8096018.25,2.060697840353612,6.90827147848107,1.832253370197008,0.9867717342662449
1,Tachyphonus rufus,2327.39,613.95,135.91,42.35,0.0584,0.069,0.3116,142,Garcia 2014 Zealandia,0.608,Australian,Tachyphonus rufus,1.540597667,-1.406055345,5.18838644018627,0.202874471531318,Tachyphonus rufus,Thraupidae,18.7,7.6,22.1,83,13.4,16.2,77.2,6.1,34.4,5942265.97,1.5365584425715302,6.773952086497983,1.6268534146667257,0.785329835010767
1,Thraupis episcopus,2327.39,613.95,135.91,25.15,0.0584,0.041,0.185,142,Garcia 2014 Zealandia,0.608,Australian,Thraupis episcopus,2.4792818150000002,-1.819665049,3.06970721697266,0.341194451671933,Tangara episcopus,Thraupidae,14.2,6.7,22.3,87.3,20.7,22.8,64,6.4,35,7925679.12,1.5440680443502757,6.89903648545536,1.400537989391946,0.8061799739838872
1,Thraupis palmarum,2327.39,613.95,135.91,21.29,0.0584,0.0347,0.1566,142,Garcia 2014 Zealandia,0.608,Australian,Thraupis palmarum,2.201483631,-1.60704382,2.65502618457439,0.402724932004805,Tangara palmarum,Thraupidae,15,6.5,20.7,92.5,20.4,21.9,70.4,5.9,39,12189499.37,1.591064607026499,7.085985869251588,1.3281756614383224,0.7708520116421442
1,Turdus albicollis,2327.39,613.95,395.56,130.49,0.17,0.2125,0.3299,142,Garcia 2014 Zealandia,0.608,Australian,Turdus albicollis,2.585074345,-1.653555682,5.49367121615307,0.191554992915322,Turdus albicollis,Turdidae,22.7,6,29.6,110.3,23.7,21.3,88.7,4.8,54,8533196.81,1.7323937598229686,6.931111762333833,2.115577231128523,0.6812412373755872
1,Turdus flavipes,2327.39,613.95,135.91,21.29,0.0584,0.0347,0.1566,142,Garcia 2014 Zealandia,0.608,Australian,Turdus flavipes,0.751147786,-1.232964047,5.76878202168859,0.1833410353635,Turdus flavipes,Turdidae,21.7,5.7,25.7,110.6,28.6,25.9,84.1,5,65.1,940921.44,1.813580988568192,5.973553364555029,1.3281756614383224,0.6989700043360189
1,Cinnyricinclus sharpii,355.74,352.94,118.58,117.18,0.3333,0.332,0.9882,143,Garcia_appleOrchards,0.467,Palearctic,Cinnyricinclus sharpii,0.105024337,-0.96906039,9.49555101980086,0.10842967419864,Pholia sharpii,Sturnidae,17.6,4.4,21.1,102.7,29.5,28.5,63.9,4.9,41,195406.84,1.6127838567197355,5.290939761646136,2.068853493671498,0.6901960800285137
1,Pycnonotus barbatus,355.74,352.94,118.58,118.58,0.3333,0.336,1,143,Garcia_appleOrchards,0.467,Palearctic,Pycnonotus barbatus,0.744812749,-0.907654596,3.34849338421184,0.313219878891531,Pycnonotus barbatus,Pycnonotidae,18.1,5,21.2,93.6,14.1,15,85.3,4.3,32.1,19572184.19,1.506505032404872,7.291639294167617,2.074011446008945,0.6334684555795865
1,Turtur tympanistria,355.74,352.94,118.58,117.18,0.3333,0.332,0.9882,143,Garcia_appleOrchards,0.467,Palearctic,Turtur tympanistria,0.623088977,-1.166796925,9.3482391471097,0.128513767509923,Turtur tympanistria,Columbidae,17,3.5,21,112.9,28.4,25.2,83.6,2.9,70.6,8134665.65,1.8488047010518038,6.9103397073227715,2.068853493671498,0.4623979978989561
1,Bycanistes albotibialis,1963.3,960.93,806.93,523.63,0.411,0.5449,0.6489,144,Garciaetal,0.252,Neotropical,Bycanistes albotibialis,0.328144724,-1.526343128,7.87353306104365,0.16808027199504,Bycanistes albotibialis,Bucerotidae,132.8,78.6,54.6,315,58.3,18.5,268.1,35.3,921,2097476.87,2.964259630196849,6.321697180329461,2.7190245203485874,1.5477747053878226
1,Corythaeola cristata,1963.3,960.93,399.53,116.23,0.2035,0.121,0.2909,144,Garciaetal,0.252,Neotropical,Corythaeola cristata,0.960052653,-1.494817772,53.8466005293351,0.018851527658798502,Corythaeola cristata,Musophagidae,38.8,18.4,54.2,321.4,36.5,11.2,366.8,9.3,965,3896093.97,2.9845273133437926,6.59062942309372,2.065318237803737,0.9684829485539351
1,Tauraco macrorhynchus,1963.3,960.93,399.53,161.91,0.2035,0.1685,0.4052,144,Garciaetal,0.252,Neotropical,Tauraco macrorhynchus,1.653539325,-1.628634877,33.5593788443039,0.0319324362930346,Tauraco macrorhynchus,Musophagidae,25.8,12.2,38.2,170.2,14.8,8.8,182.6,7.1,243.7,1273570.69,2.386855529184724,6.105023055640345,2.2092736727848763,0.8512583487190752
1,Tauraco persa,1963.3,960.93,357.32,159.16,0.182,0.1656,0.4454,144,Garciaetal,0.252,Neotropical,Tauraco persa,1.215245473,-1.488024278,22.411297683406,0.0491141119213,Tauraco persa,Musophagidae,25.8,11.9,38.8,177.8,19,10.7,177.9,6.9,306,3260169.31,2.48572142648158,6.513240154819281,2.2018339304743506,0.8388490907372553
1,Stachyris ruficeps,13858.02,2456.66,376,65.62,0.0271,0.0267,0.1745,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Stachyris ruficeps,3.466362239,-0.600716463,1.92427844801427,0.576498392162248,Cyanoderma ruficeps,Timaliidae,15,3.3,19.6,55,5.4,9.8,47,2.6,10.3,2205807,1.0128372247051722,6.3435675105965474,1.817036226050029,0.414973347970818
1,Aegithalos concinnus,13858.02,2456.66,377.22,60.4,0.0272,0.0246,0.1601,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Aegithalos concinnus,3.969802244,-0.672228867,9.78471949036377,0.104050845236548,Aegithalos concinnus,Aegithalidae,7.4,3,15.5,48.6,8.6,17.6,46.8,2.5,6.1,2797505.09,0.785329835010767,6.446770885390523,1.7810369386211318,0.3979400086720376
1,Spizixos semitorques,13858.02,2456.66,1313.13,291.27,0.0948,0.1186,0.2218,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Spizixos semitorques,1.745761493,-0.415854775,10.9918761172099,0.0991114299246067,Spizixos semitorques,Pycnonotidae,14.2,7.7,19.1,89.8,13.6,14.8,91.9,6.7,39,2328094.86,1.591064607026499,6.367000671998142,2.4642957558072043,0.8260748027008264
1,Pycnonotus sinensis,13858.02,2456.66,957.8,174.05,0.0691,0.0708,0.1817,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Pycnonotus sinensis,1.678792561,-0.357854621,3.09841626849729,0.345894876756446,Pycnonotus sinensis,Pycnonotidae,17.9,4.9,21.6,86.7,17.8,20.8,82.1,4.4,34.2,3154277.75,1.534026106056135,6.498899932487292,2.240674027620307,0.6434526764861874
1,Pycnonotus xanthorrhous,13858.02,2456.66,847.44,160.07,0.0612,0.0652,0.1889,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Pycnonotus xanthorrhous,1.711311127,-0.500097363,6.04637549747164,0.176250527465547,Pycnonotus xanthorrhous,Pycnonotidae,17.7,4.4,20,90.6,14.2,15.8,94.6,3.9,26.9,1741022.34,1.429752280002408,6.240804343820651,2.2043099449405372,0.5910646070264992
1,Parus venustulus,13858.02,2456.66,137.69,15.26,0.0099,0.0062,0.1108,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Parus venustulus,0.588374759,-0.148185962,6.89830481198218,0.154717361959886,Pardaliparus venustulus,Paridae,11.8,3.9,7.2,63.2,15.4,24.3,34.5,3.7,10.6,1615993.56,1.0253058652647702,6.2084396257071095,1.1835545336188618,0.568201724066995
1,Pomatorhinus ruficollis,13858.02,2456.66,590.36,77.77,0.0426,0.0317,0.1317,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Pomatorhinus ruficollis,3.802524058,-0.60145733,1.21691760169181,0.896678140688506,Pomatorhinus ruficollis,Timaliidae,22.5,5.4,28,78.8,7.7,10,85.4,3.3,31.6,2706746.89,1.4996870826184039,6.432447646455506,1.8908120989551245,0.5185139398778874
1,Urocissa erythrorhyncha,13858.02,2456.66,911.23,274.69,0.0658,0.1118,0.3015,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Urocissa erythrorhyncha,3.374911356,-0.657687881,6.19872198532555,0.198181073210722,Urocissa erythroryncha,Corvidae,38.7,13,45.3,181.3,35,19.3,366.3,12.1,151.5,4461983.11,2.180412632838324,6.649527922010642,2.4388428493591503,1.08278537031645
1,Pica pica,13858.02,2456.66,137.69,19.46,0.0099,0.0079,0.1413,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Pica pica,2.606777428,0.675783251,8.87559955849384,0.116383095445803,Pica pica,Corvidae,40.8,13.7,49.1,194.5,44.6,22.9,237.4,12.4,217.5,31831405.08,2.337459261290656,7.502855809372575,1.2891428359323331,1.0934216851622351
1,Hypsipetes mcclellandii,13858.02,2456.66,884.95,158.53,0.0639,0.0645,0.1791,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Hypsipetes mcclellandii,4.335758398,-0.914566735,10.4701079585969,0.118570003173036,Ixos mcclellandii,Pycnonotidae,26,5.5,18.3,106,19.2,18.1,107.8,5,32.5,2391920.69,1.5118833609788744,6.378746775455842,2.2001114596238014,0.6989700043360189
1,Garrulax elliotii,13858.02,2456.66,492.23,67.99,0.0355,0.0277,0.1381,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Garrulax elliotii,0.652035453,0.399737461,3.41426965821582,0.32347818449058,Trochalopteron elliotii,Leiotrichidae,20.7,5.9,36.5,96.6,6,6.1,130.7,4.4,45,1030829.66,1.6532125137753437,6.013186905987731,1.8324450411741109,0.6434526764861874
1,Alcippe morrisonia,13858.02,2456.66,655.99,98.57,0.0473,0.0401,0.1503,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Alcippe morrisonia,2.528515265,-0.6696637,7.86230300807775,0.13820061620562,Alcippe morrisonia,Leiotrichidae,12.3,3.8,19.2,60.9,8.2,13.2,52.4,3,15.3,3103870.07,1.1846914308175989,6.491903533119955,1.9937447565544624,0.47712125471966244
1,Parus monticolus,13858.02,2456.66,256.27,31.89,0.0185,0.013,0.1244,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Parus monticolus,5.076327087,-0.359323394,11.465412087263,0.0927589747604887,Parus monticolus,Paridae,10.7,3.9,16.6,66.2,10.4,15.7,55.2,3.5,14,1684621.77,1.146128035678238,6.226502408684725,1.5036545192429591,0.5440680443502757
1,Pyrrhula erythaca,13858.02,2456.66,253.48,24.79,0.0183,0.0101,0.0978,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Pyrrhula erythaca,1.72905285,-0.070039416,3.7911442800052,0.301053246076206,Pyrrhula erythaca,Fringillidae,12.4,8.4,17.5,81.7,16.7,20.6,71.9,7.6,19,2188959.5,1.2787536009528289,6.3402377263512895,1.3942765267678214,0.8808135922807914
1,Leiothrix lutea,13858.02,2456.66,280.71,25.88,0.0203,0.0105,0.0922,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Leiothrix lutea,5.685213714,-0.54000401,6.45216450146522,0.160946588692795,Leiothrix lutea,Leiotrichidae,13.7,4.6,23.7,68.2,8.6,12.8,59.2,3.5,21.4,2885282.76,1.3304137733491908,6.460188380781249,1.4129642719966629,0.5440680443502757
1,Lonchura striata,13858.02,2456.66,397.34,63.78,0.0287,0.026,0.1605,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Lonchura striata,4.509473519,-1.332951935,1.50715186051035,0.780767046105221,Lonchura striata,Estrildidae,12,7.8,13.1,50.7,10.6,20.9,39.8,6.7,12.3,5429668.12,1.089905111439398,6.734773284826869,1.8046845149069404,0.8260748027008264
1,Garrulax sannio,13858.02,2456.66,570.04,134.98,0.0411,0.0549,0.2368,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Garrulax sannio,1.780943813,-0.606435631,2.66471296369022,0.462706264264656,Garrulax sannio,Leiotrichidae,23.4,6.6,34.5,96.3,7.8,8.1,118.4,5.2,67.8,2031254.05,1.8312296938670634,6.307764244238469,2.13026942380537,0.7160033436347992
1,Streptopelia orientalis,13858.02,2456.66,273.61,26.61,0.0197,0.0108,0.0973,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Streptopelia orientalis,3.643048053,0.634227961,5.53030721818976,0.186185817397048,Streptopelia orientalis,Columbidae,21.9,4,25.5,176.5,57.2,32.8,127.2,3.1,232.9,16926350.97,2.367169488534681,7.228563341782661,1.4250448745513888,0.4913616938342727
1,Acridotheres cristatellus,13858.02,2456.66,137.69,19.46,0.0099,0.0079,0.1413,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Acridotheres cristatellus,2.78157015,-0.749431969,0.904087041283535,1.14402137291372,Acridotheres cristatellus,Sturnidae,27.1,8.1,38.1,134,32.1,24.1,81.2,6.1,116.3,3073262.93,2.0655797147284485,6.487599717484924,1.2891428359323331,0.785329835010767
1,Streptopelia decaocto,13858.02,2456.66,137.69,19.46,0.0099,0.0079,0.1413,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Streptopelia decaocto,1.45512377,0.089090273,3.78335320994006,0.275564902850033,Streptopelia decaocto,Columbidae,20.9,3.9,20.8,173.7,60.9,35.4,134.2,3.9,149,19265912.02,2.173186268412274,7.284789572699043,1.2891428359323331,0.5910646070264992
1,Garrulax cineraceus,13858.02,2456.66,137.69,7.2,0.0099,0.0029,0.0523,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Garrulax cineraceus,2.143653942,-0.37365559,4.08848760927442,0.345216343857306,Garrulax cineraceus,Leiotrichidae,20.2,6.7,32.6,86.3,5.7,6.8,96.1,6,49,130518.02,1.6901960800285136,5.115670476779976,0.8573324964312685,0.7781512503836436
1,Garrulax perspicillatus,13858.02,2456.66,232.26,14.8,0.0168,0.006,0.0637,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Garrulax perspicillatus,1.098717064,-0.526236944,2.73690371210483,0.444188946080391,Garrulax perspicillatus,Leiotrichidae,28.6,8.2,41.9,123.6,10.8,8.8,147.1,6.3,117.8,1367037.22,2.0711452904510828,6.135780339162235,1.1702617153949575,0.7993405494535817
1,Garrulax pectoralis,13858.02,2456.66,137.69,49.01,0.0099,0.0199,0.3559,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Garrulax pectoralis,5.372521953,-0.847771235,3.80117847366081,0.317030887509754,Garrulax pectoralis,Leiotrichidae,33.1,9.3,46.2,141.6,9.8,7,135.5,7.4,145.1,2170571.37,2.161667412437736,6.336574070334861,1.6902847025126295,0.8692317197309762
1,Phoenicurus auroreus,13858.02,2456.66,137.69,32.51,0.0099,0.0132,0.2361,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Phoenicurus auroreus,1.62973378,0.382975497,5.5448692695066,0.186121112441627,Phoenicurus auroreus,Muscicapidae,14,3.4,22.2,72.5,14.8,20.5,65.9,3.2,16.2,4822744.76,1.209515014542631,6.683294277833801,1.5120169694961267,0.505149978319906
1,Turdus merula,13858.02,2456.66,137.69,14.32,0.0099,0.0058,0.104,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Turdus merula,1.22701294,0.171107025,8.88573831743816,0.116686514966833,Turdus merula,Turdidae,28.5,7.5,33.6,128.4,29.8,23.1,106.3,5.3,102.7,10572243.36,2.0115704435972783,7.024167151497951,1.1559430179718369,0.724275869600789
1,Garrulax canorus,13858.02,2456.66,137.69,65,0.0099,0.0265,0.472,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Garrulax canorus,1.354304361,-0.537519336,3.88171285605595,0.287805665743116,Garrulax canorus,Leiotrichidae,23.9,7,36.4,92.4,6.4,7,104.1,5.2,62.8,1868020.76,1.797959643737196,6.271381698394794,1.8129133566428555,0.7160033436347992
1,Garrulax monileger,13858.02,2456.66,137.69,12.16,0.0099,0.005,0.0883,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Garrulax monileger,4.597897103,-1.1226771,3.92981828487907,0.297974253068863,Garrulax monileger,Leiotrichidae,27.8,7.6,40.5,122.6,11.7,9.5,129,5.9,83.7,2496742.03,1.92272545799326,6.397373672213114,1.0849335749367162,0.7708520116421442
1,Garrulax albogularis,13858.02,2456.66,273.45,53.44,0.0197,0.0218,0.1954,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Garrulax albogularis,2.798214668,-0.210889848,1.805918182702,0.629142307977722,Garrulax albogularis,Leiotrichidae,24.9,7.4,41,126,9,7.3,134.3,5.9,97.6,923133.24,1.9894498176666917,5.965264389238892,1.7278664494674891,0.7708520116421442
1,Parus major,13858.02,2456.66,137.69,7.2,0.0099,0.0029,0.0523,145,Gautier-Hionetal.(1985)Oecologia,0.005,Afrotropical,Parus major,4.519000871,0.428053848,9.34192070889985,0.114665511194402,Parus major,Paridae,11.3,4.3,17.4,70.9,13.3,18.7,61.2,4,16.3,32577984.28,1.212187604403958,7.512924209402966,0.8573324964312685,0.6020599913279624
